dutyCycle,rpm
78,1560
78,1500
78,1500
78,1500
78,1500
78,1560
78,1500
78,1560
78,1560
79,1500
79,1560
79,1500
79,1500
79,1560
79,1500
79,1500
79,1560
79,1500
79,1500
80,1500
80,1560
80,1500
80,1500
80,1500
80,1560
80,1560
80,1560
80,1560
80,1500
81,1620
81,1500
81,1560
81,1500
81,1500
81,1500
81,1500
81,1560
81,1500
81,1620
82,1500
82,1620
82,1500
82,1560
82,1560
82,1500
82,1620
82,1500
82,1620
82,1500
83,1620
83,1500
83,1620
83,1620
83,1500
83,1560
83,1500
83,1620
83,1620
83,1620
84,1560
84,1620
84,1500
84,1620
84,1560
84,1500
84,1620
84,1500
84,1620
84,1560
85,1620
85,1620
85,1620
85,1560
85,1620
85,1620
85,1560
85,1620
85,1560
85,1620
86,1560
86,1620
86,1620
86,1560
86,1620
86,1560
86,1620
86,1560
86,1620
86,1560
87,1620
87,1560
87,1560
87,1620
87,1620
87,1620
87,1560
87,1740
87,1560
87,1560
88,1620
88,1560
88,1620
88,1620
88,1620
88,1560
88,1620
88,1560
88,1620
88,1620
89,1620
89,1740
89,1740
89,1740
89,1620
89,1620
89,1620
89,1620
89,1560
89,1740
90,1740
90,1620
90,1740
90,1560
90,1620
90,1560
90,1620
90,1560
90,1620
90,1560
91,1740
91,1560
91,1740
91,1740
91,1620
91,1740
91,1620
91,1740
91,1620
91,1740
92,1740
92,1620
92,1740
92,1620
92,1740
92,1620
92,1740
92,1620
92,1740
92,1560
93,1740
93,1740
93,1620
93,1740
93,1620
93,1740
93,1740
93,1620
93,1740
93,1560
94,1620
94,1740
94,1740
94,1620
94,1740
94,1620
94,1620
94,1620
94,1620
94,1740
95,1740
95,1740
95,1620
95,1740
95,1620
95,1860
95,1860
95,1620
95,1860
95,1860
96,1860
96,1620
96,1740
96,1620
96,1740
96,1860
96,1740
96,1740
96,1860
96,1740
97,1620
97,1740
97,1740
97,1860
97,1740
97,1860
97,1860
97,1620
97,1740
97,1860
98,1740
98,1740
98,1740
98,1860
98,1740
98,1740
98,1860
98,1740
98,1740
98,1860
99,1620
99,1860
99,1860
99,1860
99,1620
99,1620
99,1740
99,1740
99,1860
99,1620
100,1860
100,1620
100,1860
100,1740
100,1860
100,1740
100,1860
100,1860
100,1620
100,1740
